Campaign_ID,Influencer_Category,Category,Platform,Campaign_Type,Budget_Allocated,Amount_Spent,Revenue_Generated,ROI,Conversions,Estimated_Reach,Impressions
CAMP_0222,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,2508.68,2326.29,7863.45,2.3803,308,74390,68436
CAMP_0223,Food,Food,YouTube,Influencer Brand Ambassador,4431.84,4592.82,17471.56,2.8041,234,24499,31471
CAMP_0224,Travel,Travel,YouTube,Influencer Brand Ambassador,259.48,269.06,942.2,2.5018,16,6093,5014
CAMP_0225,Tech,Tech,Instagram,Influencer Story Campaign,4009.02,4116.13,17873.26,3.3422,319,105416,126149
CAMP_0226,Food,Food,TikTok,Influencer Brand Ambassador,3958.98,4014.96,13474.15,2.356,256,102349,151683
CAMP_0227,Fitness,Fitness,Instagram,Influencer Reel Collaboration,260.81,266.02,1238.14,3.6543,18,11415,9368
CAMP_0228,Tech,Tech,YouTube,Influencer Reel Collaboration,642.43,627.1,2742.56,3.3734,43,7650,9657
CAMP_0229,Fitness,Fitness,TikTok,Influencer Brand Ambassador,15696.63,14987.71,37406.36,1.4958,1117,196023,210280
CAMP_0230,Tech,Tech,Instagram,Influencer Sponsored Post,446.61,455.08,2293.24,4.0392,74,7396,6368
CAMP_0231,Food,Food,YouTube,Influencer Reel Collaboration,271.7,253.25,915.43,2.6147,19,10580,10625
CAMP_0232,Food,Food,Instagram,Influencer Story Campaign,1678.33,1581.05,5201.21,2.2897,130,61903,61153
CAMP_0233,Fashion,Fashion,Instagram,Influencer Story Campaign,2684.41,2742.79,8077.38,1.945,124,75469,86567
CAMP_0234,Travel,Travel,Instagram,Influencer Reel Collaboration,443.73,427.4,1918.25,3.4882,32,7983,10879
CAMP_0235,Tech,Tech,YouTube,Influencer Brand Ambassador,4294.14,4494.46,19144.54,3.2596,248,97332,91550
CAMP_0236,Tech,Tech,Instagram,Influencer Reel Collaboration,43315.85,42615.47,124593.61,1.9237,2198,11718341,11363240
CAMP_0237,Food,Food,Instagram,Influencer Reel Collaboration,4728.27,4714.04,13514.58,1.8669,244,38188,56025
CAMP_0238,Food,Food,Instagram,Influencer Reel Collaboration,17469.23,17931.56,48369.45,1.6974,703,182518,198287
CAMP_0239,Food,Food,Instagram,Influencer Brand Ambassador,726.93,743.34,3843.39,4.1704,74,8432,9111
CAMP_0240,Travel,Travel,YouTube,Influencer Sponsored Post,10392.94,10658.98,35461.26,2.3269,615,1049001,1510646
CAMP_0241,Fitness,Fitness,Instagram,Influencer Brand Ambassador,690.14,723.18,2907.15,3.02,43,10727,15833
CAMP_0242,Food,Food,Instagram,Influencer Sponsored Post,377.6,374.78,1323.66,2.5318,21,9999,9546
CAMP_0243,Tech,Tech,YouTube,Influencer Reel Collaboration,13828.85,12993.54,48942.39,2.7667,1186,634776,916859
CAMP_0244,Fitness,Fitness,Instagram,Influencer Story Campaign,2372.27,2343.2,8792.96,2.7525,199,39114,33964
CAMP_0245,Lifestyle,Lifestyle,YouTube,Influencer Brand Ambassador,235.75,217.58,800.79,2.6804,11,3385,4911
CAMP_0246,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,2323.96,2427.61,8692.26,2.5806,230,67885,73555
CAMP_0247,Fashion,Fashion,Instagram,Influencer Reel Collaboration,3949.55,3864.42,13918.08,2.6016,378,37863,37667
CAMP_0248,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,13053.34,12562.25,35402.98,1.8182,705,493561,485489
CAMP_0249,Food,Food,TikTok,Influencer Brand Ambassador,3445.23,3220.77,10378.32,2.2223,300,88939,113087
CAMP_0250,Tech,Tech,TikTok,Influencer Sponsored Post,9697.79,9306.96,33962.66,2.6492,968,360161,462952
CAMP_0251,Travel,Travel,YouTube,Influencer Reel Collaboration,3299.22,3114.95,8796.69,1.824,145,67448,101167
CAMP_0252,Travel,Travel,Instagram,Influencer Reel Collaboration,1748.39,1749.3,4827.19,1.7595,66,71113,104272
CAMP_0253,Food,Food,Instagram,Influencer Story Campaign,19457.44,19552.76,47894.61,1.4495,747,639990,710834
CAMP_0254,Fashion,Fashion,Instagram,Influencer Sponsored Post,8307.94,7940.15,25908.06,2.2629,474,144283,132415
CAMP_0255,Food,Food,TikTok,Influencer Reel Collaboration,1452.84,1387.21,3039.09,1.1908,55,26969,35862
CAMP_0256,Lifestyle,Lifestyle,YouTube,Influencer Story Campaign,28193.32,27029.0,52190.92,0.9309,652,5252891,5855989
CAMP_0257,Tech,Tech,Instagram,Influencer Reel Collaboration,6760.79,6428.18,22325.33,2.473,504,961327,1247348
CAMP_0258,Lifestyle,Lifestyle,YouTube,Influencer Story Campaign,4139.4,4241.67,12062.67,1.8438,214,39124,45876
CAMP_0259,Travel,Travel,TikTok,Influencer Story Campaign,3816.22,3795.06,14409.41,2.7969,193,49923,68425
CAMP_0260,Fashion,Fashion,YouTube,Influencer Sponsored Post,89363.81,90363.38,205180.92,1.2706,6352,3228830,2913600
CAMP_0261,Tech,Tech,Instagram,Influencer Reel Collaboration,3309.7,3315.05,12841.73,2.8738,186,47221,63192
CAMP_0262,Food,Food,TikTok,Influencer Brand Ambassador,18159.76,18950.31,57153.37,2.016,1329,586782,470441
CAMP_0263,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,3789.16,3877.97,9517.74,1.4543,135,20300,23269
CAMP_0264,Tech,Tech,Instagram,Influencer Brand Ambassador,1522.38,1556.6,7328.53,3.708,98,75614,100837
CAMP_0265,Fitness,Fitness,Instagram,Influencer Reel Collaboration,943.55,922.19,4936.68,4.3532,136,4088,5240
CAMP_0266,Fashion,Fashion,Instagram,Influencer Story Campaign,18148.93,18241.42,54447.22,1.9848,1404,207874,220406
CAMP_0267,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,2222.04,2262.44,7290.35,2.2223,241,103677,98430
CAMP_0268,Fitness,Fitness,Instagram,Influencer Story Campaign,2780.27,2809.26,10800.63,2.8447,154,13056,19475
CAMP_0269,Food,Food,Instagram,Influencer Reel Collaboration,506.46,472.74,1741.8,2.6845,37,3178,4351
CAMP_0270,Fashion,Fashion,Instagram,Influencer Sponsored Post,1033.9,973.25,3815.72,2.9206,86,97199,92255
CAMP_0271,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,2769.54,2579.19,10334.94,3.007,179,40474,43259
CAMP_0272,Food,Food,Instagram,Influencer Story Campaign,715.7,709.93,3112.16,3.3838,53,5565,6818
CAMP_0273,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,685.54,697.34,2620.22,2.7574,35,4590,6739
CAMP_0274,Food,Food,YouTube,Influencer Sponsored Post,710.47,702.43,2869.16,3.0846,36,2663,3970
CAMP_0275,Tech,Tech,Instagram,Influencer Reel Collaboration,13525.71,13404.33,46739.17,2.4869,589,493162,419727
CAMP_0276,Travel,Travel,Instagram,Influencer Sponsored Post,1159.31,1209.54,4510.63,2.7292,96,19925,19935
CAMP_0277,Lifestyle,Lifestyle,TikTok,Influencer Reel Collaboration,2609.11,2582.38,8081.42,2.1294,192,95956,111108
CAMP_0278,Fashion,Fashion,Instagram,Influencer Brand Ambassador,3537.18,3567.38,12123.0,2.3983,423,97175,125265
CAMP_0279,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,939.7,919.91,3219.61,2.4999,48,3400,4482
CAMP_0280,Fitness,Fitness,Instagram,Influencer Story Campaign,7457.49,7367.93,20817.6,1.8254,305,473546,617757
CAMP_0281,Fashion,Fashion,Instagram,Influencer Story Campaign,18101.9,18739.7,56120.66,1.9947,808,878538,870092
CAMP_0282,Fitness,Fitness,Instagram,Influencer Sponsored Post,3043.13,2997.33,10943.68,2.6511,194,19266,20371
CAMP_0283,Tech,Tech,Instagram,Influencer Sponsored Post,607.06,626.26,2904.38,3.6377,64,2221,3207
CAMP_0284,Fashion,Fashion,Instagram,Influencer Reel Collaboration,398.61,380.78,1557.64,3.0907,53,6741,7151
CAMP_0285,Travel,Travel,Instagram,Influencer Story Campaign,612.62,639.59,2633.13,3.1169,64,2252,3133
CAMP_0286,Tech,Tech,Instagram,Influencer Reel Collaboration,360.54,368.47,1735.96,3.7113,26,10737,10412
CAMP_0287,Tech,Tech,TikTok,Influencer Reel Collaboration,82070.88,83618.96,219630.08,1.6266,4618,10269742,9890772
CAMP_0288,Tech,Tech,Instagram,Influencer Brand Ambassador,725.84,677.58,3083.59,3.5509,56,6538,6320
CAMP_0289,Food,Food,Instagram,Influencer Story Campaign,6395.4,6076.21,19154.19,2.1523,257,1076026,1206139
CAMP_0290,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,3548.86,3299.47,9953.24,2.0166,177,63688,70342
CAMP_0291,Fashion,Fashion,Instagram,Influencer Brand Ambassador,2260.04,2285.11,8235.11,2.6038,206,63505,54124
CAMP_0292,Fashion,Fashion,Instagram,Influencer Sponsored Post,331.5,318.51,1174.64,2.6879,37,9135,9599
CAMP_0293,Fashion,Fashion,YouTube,Influencer Brand Ambassador,4409.93,4147.5,13731.1,2.3107,216,23851,19754
CAMP_0294,Tech,Tech,Instagram,Influencer Sponsored Post,19526.0,19267.28,47685.82,1.475,766,525492,516094
CAMP_0295,Fashion,Fashion,Instagram,Influencer Reel Collaboration,13339.31,12705.44,27834.0,1.1907,851,686843,555223
CAMP_0296,Fashion,Fashion,Instagram,Influencer Story Campaign,10583.6,11026.89,34976.06,2.1719,1180,770914,933024
CAMP_0297,Fitness,Fitness,Instagram,Influencer Sponsored Post,716.79,668.02,3132.88,3.6898,98,3610,5269
CAMP_0298,Fitness,Fitness,Instagram,Influencer Reel Collaboration,10924.98,10594.55,25422.01,1.3995,524,140914,147644
CAMP_0299,Fashion,Fashion,Instagram,Influencer Brand Ambassador,1594.53,1595.32,5822.86,2.65,122,92492,109647
CAMP_0300,Fitness,Fitness,Instagram,Influencer Brand Ambassador,2676.94,2770.65,11459.98,3.1362,212,96233,119475
CAMP_0301,Travel,Travel,Instagram,Influencer Reel Collaboration,10386.68,10610.89,25320.44,1.3863,593,680968,673685
CAMP_0302,Fitness,Fitness,Instagram,Influencer Story Campaign,848.55,787.13,3701.58,3.7026,46,6102,7143
CAMP_0303,Travel,Travel,Instagram,Influencer Story Campaign,725.49,717.79,2762.38,2.8485,41,5866,8584
CAMP_0304,Travel,Travel,YouTube,Influencer Brand Ambassador,99323.35,93651.3,142726.18,0.524,2478,4014404,5477040
CAMP_0305,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,10275.23,10206.07,25841.05,1.5319,325,705225,999401
CAMP_0306,Food,Food,TikTok,Influencer Brand Ambassador,230.37,218.91,837.93,2.8277,22,2420,2827
CAMP_0307,Fitness,Fitness,Instagram,Influencer Story Campaign,10111.39,10510.2,34601.46,2.2922,1320,296080,358442
CAMP_0308,Fashion,Fashion,Instagram,Influencer Brand Ambassador,49887.26,49696.8,104357.78,1.0999,2398,7736992,7936778
CAMP_0309,Fashion,Fashion,YouTube,Influencer Reel Collaboration,1696.81,1714.05,7462.3,3.3536,200,85659,103841
CAMP_0310,Fashion,Fashion,YouTube,Influencer Brand Ambassador,9417.76,9556.65,25209.05,1.6379,326,296340,433868
CAMP_0311,Food,Food,TikTok,Influencer Sponsored Post,454.57,431.26,1281.36,1.9712,39,11516,15221
CAMP_0312,Fashion,Fashion,Instagram,Influencer Brand Ambassador,908.26,932.62,3410.39,2.6568,55,2953,3869
CAMP_0313,Tech,Tech,YouTube,Influencer Sponsored Post,1998.16,1929.35,8036.92,3.1656,290,20885,23114
CAMP_0314,Food,Food,Instagram,Influencer Reel Collaboration,2514.85,2436.37,6872.79,1.8209,97,83568,112993
CAMP_0315,Travel,Travel,Instagram,Influencer Story Campaign,4196.78,4021.93,11327.63,1.8165,389,16379,15053
CAMP_0316,Food,Food,Instagram,Influencer Sponsored Post,4592.5,4426.86,20036.11,3.526,253,24203,34495
CAMP_0317,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,33199.78,31221.85,79476.68,1.5455,2241,8384673,10799774
CAMP_0318,Lifestyle,Lifestyle,TikTok,Influencer Brand Ambassador,9461.01,8765.18,26132.35,1.9814,462,210575,292256
CAMP_0319,Fashion,Fashion,Instagram,Influencer Brand Ambassador,270.1,269.57,1108.46,3.112,32,11741,11791
CAMP_0320,Fitness,Fitness,YouTube,Influencer Sponsored Post,2589.87,2683.97,10353.86,2.8577,261,76106,95079
CAMP_0321,Food,Food,Instagram,Influencer Brand Ambassador,10541.02,9758.88,25012.5,1.5631,352,577429,690011
CAMP_0322,Fashion,Fashion,Instagram,Influencer Sponsored Post,17122.7,17913.63,55712.57,2.1101,970,544096,646125
CAMP_0323,Food,Food,TikTok,Influencer Reel Collaboration,74965.43,74549.59,178856.57,1.3992,3828,9066231,12672395
CAMP_0324,Fitness,Fitness,TikTok,Influencer Story Campaign,805.75,840.7,3865.25,3.5977,113,4332,4108
CAMP_0325,Fashion,Fashion,Instagram,Influencer Sponsored Post,4953.12,4686.89,17585.64,2.7521,304,69067,70712
CAMP_0326,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,2589.42,2670.63,8469.71,2.1714,158,54746,78944
CAMP_0327,Fitness,Fitness,TikTok,Influencer Reel Collaboration,319.71,318.57,1362.24,3.2761,17,10783,12873
CAMP_0328,Fitness,Fitness,Instagram,Influencer Brand Ambassador,8962.05,8810.82,17666.92,1.0051,302,796594,658166
CAMP_0329,Tech,Tech,YouTube,Influencer Story Campaign,3723.25,3444.16,14846.0,3.3105,389,64654,85474
CAMP_0330,Tech,Tech,Instagram,Influencer Sponsored Post,4174.61,3992.79,14939.99,2.7417,287,52756,67914
CAMP_0331,Fitness,Fitness,Instagram,Influencer Story Campaign,3974.89,3796.12,12141.86,2.1985,343,54056,51243
CAMP_0332,Food,Food,YouTube,Influencer Brand Ambassador,12729.05,11819.31,37983.58,2.2137,593,276694,299485
CAMP_0333,Travel,Travel,TikTok,Influencer Sponsored Post,900.14,926.07,3390.89,2.6616,44,4788,6192
CAMP_0334,Tech,Tech,Instagram,Influencer Reel Collaboration,3541.64,3571.93,16062.57,3.4969,419,28236,32249
CAMP_0335,Food,Food,Instagram,Influencer Reel Collaboration,2399.04,2468.36,8574.74,2.4739,286,33432,27388
CAMP_0336,Fitness,Fitness,Instagram,Influencer Story Campaign,14710.7,13929.19,54562.14,2.9171,896,820614,951335
CAMP_0337,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,71789.72,73520.74,176529.66,1.4011,2296,11185488,14529035
CAMP_0338,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,17773.79,16934.15,57708.14,2.4078,1138,591294,753330
CAMP_0339,Travel,Travel,YouTube,Influencer Sponsored Post,999.54,992.53,3329.97,2.355,53,7631,8678
CAMP_0340,Tech,Tech,Instagram,Influencer Brand Ambassador,8917.2,9307.63,28352.58,2.0462,466,855635,797325
CAMP_0341,Travel,Travel,Instagram,Influencer Sponsored Post,17035.46,16567.54,43164.73,1.6054,1635,739180,848697
CAMP_0342,Tech,Tech,Instagram,Influencer Reel Collaboration,3946.93,3994.49,16872.09,3.2238,298,88418,82488
CAMP_0343,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,73749.48,70727.62,185126.22,1.6175,3323,9611330,9665622
CAMP_0344,Food,Food,Instagram,Influencer Brand Ambassador,13385.47,12633.19,43803.44,2.4673,702,1066956,1104238
CAMP_0345,Fitness,Fitness,Instagram,Influencer Brand Ambassador,897.15,917.29,3714.13,3.049,90,8389,11709
CAMP_0346,Food,Food,Instagram,Influencer Sponsored Post,1778.18,1836.46,7024.45,2.825,152,27704,27949
CAMP_0347,Fitness,Fitness,Instagram,Influencer Story Campaign,47413.59,49123.79,134811.84,1.7443,1861,10653006,9867344
CAMP_0348,Fitness,Fitness,YouTube,Influencer Brand Ambassador,1707.3,1583.59,5921.1,2.739,118,95165,90080
CAMP_0349,Fashion,Fashion,TikTok,Influencer Story Campaign,4054.28,3798.14,12169.46,2.2041,250,23539,26697
CAMP_0350,Fitness,Fitness,Instagram,Influencer Story Campaign,19251.03,18517.33,60419.36,2.2629,853,1045336,975720
CAMP_0351,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,901.59,844.57,2832.43,2.3537,82,6613,9104
CAMP_0352,Tech,Tech,Instagram,Influencer Reel Collaboration,13945.55,13616.11,49709.02,2.6508,791,464245,414873
CAMP_0353,Food,Food,Instagram,Influencer Story Campaign,925.52,853.78,3542.6,3.1493,96,8109,6611
CAMP_0354,Travel,Travel,Instagram,Influencer Sponsored Post,3602.16,3489.68,15933.93,3.566,264,16897,22639
CAMP_0355,Travel,Travel,Instagram,Influencer Sponsored Post,14803.51,13712.06,42155.07,2.0743,1325,130700,127683
CAMP_0356,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,14454.67,14089.16,44020.26,2.1244,1440,425743,495657
CAMP_0357,Travel,Travel,TikTok,Influencer Story Campaign,4594.49,4656.24,16033.99,2.4435,519,79054,74235
CAMP_0358,Fashion,Fashion,Instagram,Influencer Story Campaign,2639.02,2441.42,9251.17,2.7893,176,33020,31216
CAMP_0359,Food,Food,Instagram,Influencer Story Campaign,737.31,758.38,2893.53,2.8154,96,3309,3832
CAMP_0360,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,2827.0,2697.91,8570.28,2.1766,308,50800,69556
CAMP_0361,Fitness,Fitness,Instagram,Influencer Brand Ambassador,9690.61,9061.37,32911.37,2.6321,1289,884415,793210
CAMP_0362,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,2750.86,2626.74,6931.97,1.639,106,93501,99189
CAMP_0363,Tech,Tech,Instagram,Influencer Sponsored Post,4849.24,4988.13,19008.51,2.8107,394,47629,67646
CAMP_0364,Fashion,Fashion,Instagram,Influencer Story Campaign,5879.7,6054.71,15154.11,1.5029,493,1098248,1579125
CAMP_0365,Food,Food,TikTok,Influencer Reel Collaboration,503.8,503.54,2287.13,3.5421,35,7375,10503
CAMP_0366,Food,Food,YouTube,Influencer Sponsored Post,11610.32,11076.36,24209.76,1.1857,572,176412,228135
CAMP_0367,Lifestyle,Lifestyle,TikTok,Influencer Story Campaign,73587.55,72666.45,149962.17,1.0637,3072,6775742,8867117
CAMP_0368,Food,Food,Instagram,Influencer Reel Collaboration,861.15,798.37,2684.06,2.3619,44,11541,10500
CAMP_0369,Food,Food,YouTube,Influencer Story Campaign,593.32,571.38,2197.42,2.8458,39,5446,5800
CAMP_0370,Fashion,Fashion,Instagram,Influencer Reel Collaboration,3292.14,3395.37,14147.79,3.1668,285,23536,20784
CAMP_0371,Food,Food,Instagram,Influencer Sponsored Post,1143.33,1051.89,4244.85,3.0355,71,83971,85080
CAMP_0372,Travel,Travel,TikTok,Influencer Story Campaign,11843.12,11455.07,34837.11,2.0412,1244,467411,446864
CAMP_0373,Food,Food,Instagram,Influencer Reel Collaboration,10449.42,9768.36,28412.73,1.9086,649,584514,807166
CAMP_0374,Tech,Tech,TikTok,Influencer Brand Ambassador,5686.67,5595.77,16406.24,1.9319,233,282129,372341
CAMP_0375,Food,Food,Instagram,Influencer Brand Ambassador,1750.17,1659.21,6059.63,2.6521,139,63497,84451
CAMP_0376,Fitness,Fitness,TikTok,Influencer Sponsored Post,11757.57,11717.72,32913.84,1.8089,624,800441,1180409
CAMP_0377,Fitness,Fitness,TikTok,Influencer Sponsored Post,2731.24,2684.21,7373.71,1.7471,212,88692,106872
CAMP_0378,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,3402.18,3352.97,11222.11,2.3469,243,54184,80498
CAMP_0379,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,2371.44,2321.33,8613.52,2.7106,135,50557,66932
CAMP_0380,Tech,Tech,TikTok,Influencer Brand Ambassador,19032.68,18047.83,64884.15,2.5951,1775,773311,1005357
CAMP_0381,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,72006.91,70963.25,153557.75,1.1639,4898,4083202,4273342
CAMP_0382,Food,Food,TikTok,Influencer Reel Collaboration,18407.99,17619.59,44349.37,1.517,619,669837,914872
CAMP_0383,Travel,Travel,Instagram,Influencer Sponsored Post,1212.26,1146.78,3761.79,2.2803,92,19419,18941
CAMP_0384,Fitness,Fitness,Instagram,Influencer Story Campaign,5484.6,5368.53,15050.25,1.8034,255,963568,1226495
CAMP_0385,Travel,Travel,Instagram,Influencer Reel Collaboration,827.45,835.79,3411.78,3.0821,71,6212,8396
CAMP_0386,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,401.07,414.29,1627.47,2.9283,22,11667,12952
CAMP_0387,Fashion,Fashion,Instagram,Influencer Story Campaign,19464.35,19042.87,60100.84,2.1561,771,418467,550098
CAMP_0388,Fitness,Fitness,YouTube,Influencer Sponsored Post,3226.39,3035.78,11358.76,2.7416,158,29048,23353
CAMP_0389,Food,Food,Instagram,Influencer Sponsored Post,458.1,467.53,1556.38,2.3289,37,2333,3156
CAMP_0390,Travel,Travel,Instagram,Influencer Sponsored Post,9767.89,10201.67,21384.0,1.0961,398,340646,460001
CAMP_0391,Fashion,Fashion,YouTube,Influencer Reel Collaboration,376.96,379.31,1478.19,2.897,19,4995,6157
CAMP_0392,Food,Food,TikTok,Influencer Sponsored Post,476.81,494.73,2111.28,3.2675,35,5437,6713
CAMP_0393,Fitness,Fitness,Instagram,Influencer Reel Collaboration,95599.01,91139.96,225900.82,1.4786,4228,7573923,10144103
CAMP_0394,Travel,Travel,TikTok,Influencer Reel Collaboration,2185.74,2065.58,6569.96,2.1807,123,97397,142564
CAMP_0395,Fashion,Fashion,TikTok,Influencer Sponsored Post,1843.13,1881.04,7434.95,2.9526,242,94511,111185
CAMP_0396,Lifestyle,Lifestyle,YouTube,Influencer Sponsored Post,7306.32,7402.71,18101.34,1.4452,668,591532,503555
CAMP_0397,Fashion,Fashion,Instagram,Influencer Sponsored Post,1910.58,1858.98,5954.85,2.2033,140,45901,49235
CAMP_0398,Fitness,Fitness,TikTok,Influencer Sponsored Post,3473.4,3459.95,13488.58,2.8985,212,109773,93396
CAMP_0399,Travel,Travel,Instagram,Influencer Brand Ambassador,9520.26,9107.05,28278.19,2.1051,402,200707,164895
CAMP_0400,Fashion,Fashion,TikTok,Influencer Story Campaign,512.79,491.43,1908.69,2.884,31,10441,10531
CAMP_0401,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,3220.28,2980.15,8927.79,1.9958,161,28152,24199
CAMP_0402,Fashion,Fashion,Instagram,Influencer Story Campaign,3583.73,3363.4,11574.37,2.4413,329,79181,97536
CAMP_0403,Tech,Tech,Instagram,Influencer Sponsored Post,839.73,865.49,5035.66,4.8183,99,2391,2832
CAMP_0404,Tech,Tech,Instagram,Influencer Brand Ambassador,780.47,814.58,3179.7,2.9035,71,9482,12041
CAMP_0405,Fashion,Fashion,Instagram,Influencer Brand Ambassador,4600.47,4523.01,15051.87,2.3278,238,53652,48645
CAMP_0406,Travel,Travel,Instagram,Influencer Brand Ambassador,33491.16,31883.68,89818.11,1.8171,2415,6354872,8374903
CAMP_0407,Food,Food,Instagram,Influencer Brand Ambassador,786.38,770.79,2849.94,2.6974,51,9363,8642
CAMP_0408,Travel,Travel,Instagram,Influencer Brand Ambassador,7100.03,6713.34,20193.6,2.008,309,674781,835806
CAMP_0409,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,14474.4,14411.38,33184.88,1.3027,443,962117,1141182
CAMP_0410,Travel,Travel,TikTok,Influencer Reel Collaboration,7229.49,6861.0,20907.94,2.0474,309,521564,684948
CAMP_0411,Tech,Tech,Instagram,Influencer Reel Collaboration,1362.22,1342.17,4757.26,2.5445,68,59692,73410
CAMP_0412,Fashion,Fashion,TikTok,Influencer Story Campaign,1716.58,1726.41,4997.52,1.8947,63,86162,113315
CAMP_0413,Food,Food,Instagram,Influencer Sponsored Post,590.11,563.18,2256.69,3.007,42,2529,3424
CAMP_0414,Food,Food,YouTube,Influencer Reel Collaboration,5598.57,5386.55,19151.44,2.5554,300,790027,920350
CAMP_0415,Tech,Tech,Instagram,Influencer Story Campaign,2514.07,2526.47,10807.22,3.2776,236,89028,127761
CAMP_0416,Travel,Travel,YouTube,Influencer Brand Ambassador,10175.48,9999.18,22435.64,1.2437,385,941161,1083545
CAMP_0417,Fashion,Fashion,YouTube,Influencer Story Campaign,611.63,579.52,2459.95,3.2448,38,6100,5385
CAMP_0418,Fashion,Fashion,YouTube,Influencer Brand Ambassador,12222.75,12006.07,40504.83,2.3737,704,612073,766977
CAMP_0419,Food,Food,Instagram,Influencer Story Campaign,658.79,617.62,1850.35,1.9959,55,4139,3793
CAMP_0420,Fashion,Fashion,TikTok,Influencer Reel Collaboration,3254.42,3365.74,11998.35,2.5648,184,14440,19853
CAMP_0421,Fitness,Fitness,Instagram,Influencer Reel Collaboration,2885.65,2718.78,11024.73,3.055,160,75133,103256
CAMP_0422,Fashion,Fashion,TikTok,Influencer Brand Ambassador,748.47,746.64,2647.76,2.5462,91,8929,9507
CAMP_0423,Fashion,Fashion,Instagram,Influencer Sponsored Post,887.67,895.63,3908.38,3.3638,112,9763,13972
CAMP_0424,Travel,Travel,Instagram,Influencer Sponsored Post,727.51,720.31,2244.34,2.1158,89,11387,16584
CAMP_0425,Lifestyle,Lifestyle,YouTube,Influencer Reel Collaboration,1173.75,1145.3,4441.56,2.8781,66,81444,85138
CAMP_0426,Lifestyle,Lifestyle,TikTok,Influencer Sponsored Post,2018.07,2095.38,6716.13,2.2052,226,42475,51768
CAMP_0427,Travel,Travel,YouTube,Influencer Brand Ambassador,767.32,763.59,2825.22,2.6999,46,1616,2070
CAMP_0428,Tech,Tech,YouTube,Influencer Brand Ambassador,540.86,515.42,2338.19,3.5365,32,11090,12160
CAMP_0429,Tech,Tech,TikTok,Influencer Brand Ambassador,51796.33,50435.1,137880.96,1.7338,3039,4517412,5368663
CAMP_0430,Tech,Tech,Instagram,Influencer Brand Ambassador,10971.95,11313.72,31057.3,1.7451,506,254775,337187
CAMP_0431,Food,Food,Instagram,Influencer Sponsored Post,520.45,533.0,1825.25,2.4245,65,7044,7553
CAMP_0432,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,12075.03,11792.46,27725.08,1.3511,971,739402,706305
CAMP_0433,Fitness,Fitness,TikTok,Influencer Sponsored Post,18960.27,18956.77,44861.81,1.3665,775,530106,775015
CAMP_0434,Fashion,Fashion,YouTube,Influencer Reel Collaboration,880.45,842.75,3359.72,2.9866,125,9989,12183
CAMP_0435,Travel,Travel,Instagram,Influencer Story Campaign,10396.1,9564.8,33938.43,2.5483,499,796837,834439
CAMP_0436,Food,Food,YouTube,Influencer Story Campaign,3947.7,4103.61,19677.5,3.7952,356,20993,27465
CAMP_0437,Travel,Travel,TikTok,Influencer Brand Ambassador,4262.06,4257.06,15470.91,2.6342,273,41661,40943
CAMP_0438,Food,Food,TikTok,Influencer Sponsored Post,3012.68,3142.56,14124.65,3.4946,204,56560,83126
CAMP_0439,Travel,Travel,TikTok,Influencer Brand Ambassador,19490.83,19156.99,52247.29,1.7273,772,700525,894651
CAMP_0440,Travel,Travel,Instagram,Influencer Reel Collaboration,254.04,259.76,1057.12,3.0696,28,11881,15336
CAMP_0441,Tech,Tech,YouTube,Influencer Brand Ambassador,1038.89,989.31,4512.95,3.5617,64,46517,39689
CAMP_0442,Fashion,Fashion,YouTube,Influencer Brand Ambassador,4577.27,4319.85,17329.31,3.0116,262,47268,68594
CAMP_0443,Fashion,Fashion,YouTube,Influencer Story Campaign,393.65,372.74,1557.96,3.1797,26,5848,5316
CAMP_0444,Fitness,Fitness,Instagram,Influencer Sponsored Post,14951.36,13768.13,46759.12,2.3962,648,753644,1108305
CAMP_0445,Food,Food,Instagram,Influencer Brand Ambassador,4941.45,5104.22,11352.52,1.2241,150,87303,86970
